Program,Year,Period,Week Ending,Geo Level,State,State ANSI,Ag District,Ag District Code,County,County ANSI,Zip Code,Region,watershed_code,Watershed,Commodity,Data Item,Domain,Domain Category,Value,CV (%)
SURVEY,2004,YEAR,,STATE,ILLINOIS,17,,,,,,,0,,PUMPKINS,PUMPKINS - ACRES HARVESTED,TOTAL,NOT SPECIFIED,"12,500",
SURVEY,2004,YEAR,,STATE,MICHIGAN,26,,,,,,,0,,PUMPKINS,PUMPKINS - ACRES HARVESTED,TOTAL,NOT SPECIFIED,"7,200",
SURVEY,2004,YEAR,,STATE,NEW YORK,36,,,,,,,0,,PUMPKINS,PUMPKINS - ACRES HARVESTED,TOTAL,NOT SPECIFIED,"6,300",
SURVEY,2004,YEAR,,STATE,OHIO,39,,,,,,,0,,PUMPKINS,PUMPKINS - ACRES HARVESTED,TOTAL,NOT SPECIFIED,"6,200",
SURVEY,2004,YEAR,,STATE,PENNSYLVANIA,42,,,,,,,0,,PUMPKINS,PUMPKINS - ACRES HARVESTED,TOTAL,NOT SPECIFIED,"7,600",
SURVEY,2003,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,PUMPKINS,PUMPKINS - ACRES HARVESTED,TOTAL,NOT SPECIFIED,"4,900",
SURVEY,2003,YEAR,,STATE,ILLINOIS,17,,,,,,,0,,PUMPKINS,PUMPKINS - ACRES HARVESTED,TOTAL,NOT SPECIFIED,"7,900",
SURVEY,2003,YEAR,,STATE,MICHIGAN,26,,,,,,,0,,PUMPKINS,PUMPKINS - ACRES HARVESTED,TOTAL,NOT SPECIFIED,"7,300",
SURVEY,2003,YEAR,,STATE,NEW YORK,36,,,,,,,0,,PUMPKINS,PUMPKINS - ACRES HARVESTED,TOTAL,NOT SPECIFIED,"5,300",
SURVEY,2003,YEAR,,STATE,OHIO,39,,,,,,,0,,PUMPKINS,PUMPKINS - ACRES HARVESTED,TOTAL,NOT SPECIFIED,"6,400",
SURVEY,2003,YEAR,,STATE,PENNSYLVANIA,42,,,,,,,0,,PUMPKINS,PUMPKINS - ACRES HARVESTED,TOTAL,NOT SPECIFIED,"7,500",
SURVEY,2002,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,PUMPKINS,PUMPKINS - ACRES HARVESTED,TOTAL,NOT SPECIFIED,"5,500",
SURVEY,2002,YEAR,,STATE,ILLINOIS,17,,,,,,,0,,PUMPKINS,PUMPKINS - ACRES HARVESTED,TOTAL,NOT SPECIFIED,"9,300",
SURVEY,2002,YEAR,,STATE,MICHIGAN,26,,,,,,,0,,PUMPKINS,PUMPKINS - ACRES HARVESTED,TOTAL,NOT SPECIFIED,"6,800",
SURVEY,2002,YEAR,,STATE,NEW YORK,36,,,,,,,0,,PUMPKINS,PUMPKINS - ACRES HARVESTED,TOTAL,NOT SPECIFIED,"6,300",
SURVEY,2002,YEAR,,STATE,OHIO,39,,,,,,,0,,PUMPKINS,PUMPKINS - ACRES HARVESTED,TOTAL,NOT SPECIFIED,"5,600",
SURVEY,2002,YEAR,,STATE,PENNSYLVANIA,42,,,,,,,0,,PUMPKINS,PUMPKINS - ACRES HARVESTED,TOTAL,NOT SPECIFIED,"7,500",
SURVEY,2001,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,PUMPKINS,PUMPKINS - ACRES HARVESTED,TOTAL,NOT SPECIFIED,"6,100",
SURVEY,2001,YEAR,,STATE,ILLINOIS,17,,,,,,,0,,PUMPKINS,PUMPKINS - ACRES HARVESTED,TOTAL,NOT SPECIFIED,"8,500",
SURVEY,2001,YEAR,,STATE,MICHIGAN,26,,,,,,,0,,PUMPKINS,PUMPKINS - ACRES HARVESTED,TOTAL,NOT SPECIFIED,"4,400",
SURVEY,2001,YEAR,,STATE,NEW YORK,36,,,,,,,0,,PUMPKINS,PUMPKINS - ACRES HARVESTED,TOTAL,NOT SPECIFIED,"6,400",
SURVEY,2001,YEAR,,STATE,OHIO,39,,,,,,,0,,PUMPKINS,PUMPKINS - ACRES HARVESTED,TOTAL,NOT SPECIFIED,"5,900",
SURVEY,2001,YEAR,,STATE,PENNSYLVANIA,42,,,,,,,0,,PUMPKINS,PUMPKINS - ACRES HARVESTED,TOTAL,NOT SPECIFIED,"6,500",
SURVEY,2000,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,PUMPKINS,PUMPKINS - ACRES HARVESTED,TOTAL,NOT SPECIFIED,"5,900",
SURVEY,2000,YEAR,,STATE,ILLINOIS,17,,,,,,,0,,PUMPKINS,PUMPKINS - ACRES HARVESTED,TOTAL,NOT SPECIFIED,"8,900",
SURVEY,2000,YEAR,,STATE,MICHIGAN,26,,,,,,,0,,PUMPKINS,PUMPKINS - ACRES HARVESTED,TOTAL,NOT SPECIFIED,"4,400",
SURVEY,2000,YEAR,,STATE,NEW YORK,36,,,,,,,0,,PUMPKINS,PUMPKINS - ACRES HARVESTED,TOTAL,NOT SPECIFIED,"5,700",
SURVEY,2000,YEAR,,STATE,OHIO,39,,,,,,,0,,PUMPKINS,PUMPKINS - ACRES HARVESTED,TOTAL,NOT SPECIFIED,"5,600",
SURVEY,2000,YEAR,,STATE,PENNSYLVANIA,42,,,,,,,0,,PUMPKINS,PUMPKINS - ACRES HARVESTED,TOTAL,NOT SPECIFIED,"6,400",
